,name,waittime (min),state
0,Piraten,0,Gesloten
1,Skatteøen,0,Gesloten
2,Søulken,0,Gesloten
3,DrageKongen,0,Gesloten
4,Jungle Rally,0,Gesloten
5,Long Cun Expedition,0,Gesloten
6,Tigeren,0,Gesloten
7,Den Vilde Hønsejagt,0,Gesloten
8,Rio Grande Rafting,0,Gesloten
9,Wild West Karrusellen,0,Gesloten
10,Juvelen,0,Gesloten
11,Solguden,0,Gesloten
12,Thors Hammer,0,Gesloten
13,Drageskibet,0,Gesloten
