,name,waittime (min),state
0,The Twilight Zone Tower of Terror,0,Open
1,Cars Quatre Roues Rallye,5,Open
2,Crush's Coaster®,45,Open
3,Crush's Coaster® (single riders),25,Open
4,Spider-Man W.E.B. Adventure,0,Open
5,Cars ROAD TRIP,10,Open
6,Avengers Assemble: Flight Force,0,Open
7,Ratatouille: The Adventure,10,Open
8,Ratatouille: The Adventure (single riders),5,Open
9,RC Racer,5,Open
10,RC Racer (single riders),5,Open
11,Les Tapis Volants - Flying Carpets Over Agrabah®,5,Open
