,name,waittime (min),state
0,Polar X-plorer,0,Gesloten
1,The TEMPLE,0,Gesloten
2,X-treme Racers,0,Gesloten
3,LEGO® Canoe,0,Gesloten
4,Ghost – The Haunted House,0,Gesloten
5,The Dragon,0,Gesloten
6,Vikings River Splash,0,Gesloten
7,NINJAGO® The Ride,0,Gesloten
8,Flying Eagle,0,Gesloten
9,Emmet’s Flying Adventure - Masters of Flight,0,Gesloten
10,Apocalypseburg Sky Battle,0,Gesloten
